minutes,cnn_image_classification-0-0.0.1,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1
1229,10.466279313357939,0.8527364217404128,2.1939043562003686,7.228090120521837
1230,8.88375760041984,1.0327986300868635,1.7377249915123332,6.823879867831529
1231,8.234155702373167,1.7733899461071085,2.2829797402610863,4.502028059431208
1232,7.719503427860482,2.0129216843272717,2.823952451267778,6.425478721086324
1233,6.326185542661062,2.130467601642009,2.816918560754484,4.695857269823132
1234,7.7869734474333505,1.7784387588602784,3.190946074000046,3.050334333882185
1235,7.435233867911187,2.595278667019117,3.2023469312235777,3.3281079269631553
1236,7.069387554515716,2.2716857977037437,2.407604152895796,2.687167137532474
1237,8.759344825513395,1.8417939513441057,3.1791654397819045,2.495345407772649
1238,7.2805883980649595,2.5064095910755406,2.685027190280464,2.9876915142403515
1239,7.271838513235049,2.291987520610578,3.0365833144451493,3.546249499947645
1240,13.953670065509233,2.8348601129339874,4.200744329786932,3.80792791460785
