minutes,cnn_image_classification-0-0.0.1,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1
1229,18.56816370518803,5.106118762262828,6.7175001526436855,1.2688801244766765
1230,20.25270313592918,4.352699119173478,11.180258129583686,14.977022998065891
1231,20.943072037577235,5.086573417944145,9.569560817086806,14.207793385269373
1232,26.087058865119786,5.657547316889177,10.39921693886244,14.804555473796743
1233,21.8209429878932,4.509099920280588,8.00086592965448,5.681098501590454
1234,15.520508753205695,3.9141076805990838,7.418028536316279,6.715982145218117
1235,12.433324626545886,2.9686159801213985,7.5705179763683494,9.668480932798905
1236,10.472779368599609,2.4657178340438084,6.317914133767213,6.942565330364222
1237,16.632571066245884,3.528289249263846,8.041768140889255,10.063078947649354
1238,6.243415757888432,1.3120378776970738,3.7641693215383505,5.940486925186585
1239,5.565995676485365,1.4002181022470521,4.535730262730715,6.565971824631948
1240,3.4547860417062717,1.9076922244896923,7.2646410969738096,9.26589655168207
