minutes,image_processing-0-0.0.1,cnn_image_classification-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1
1229,6.330925309093664,5.878581193896855,9.829560982505429,3.1340328564655637
1230,5.059797018068272,5.1656724939425676,10.277202594745042,2.9749802012502498
1231,5.8110563329591685,5.300678333777154,7.55803030484891,4.292498429237643
1232,6.474316436321369,5.332817992007718,11.35749502378925,4.812325181862547
1233,5.9714336693341945,4.67756371861327,9.302192527573931,4.896803970941564
1234,5.893899167729151,5.4298734389593575,6.508882319394084,4.4778654027189795
1235,6.164844821585328,5.468870848114692,7.114615914412796,6.506940620343357
1236,4.83663567611373,5.6670716869928,5.770649644204271,5.744774442548219
1237,6.817756884737136,7.371016038623621,5.894293718088242,4.238151976166437
1238,5.892043238820769,6.499758308776075,7.145340280059643,5.561474708407295
1239,6.741726495628643,6.713725002704574,8.815356113547141,4.7518499755263255
1240,8.117260572692368,12.615979947787025,9.380796859508123,7.228520735800049
