minutes,cnn_image_classification-0-0.0.1,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1
1229,29.95478825744895,3.8298312731562802,13.8354007304606,21.076781747086606
1230,26.3221040349031,3.6354667400067706,11.057517810107596,22.03662568913858
1231,27.01003726443179,5.245492142928072,12.699295775656655,16.20611087887708
1232,27.173807505108712,5.880727587163754,14.14876309212646,24.353014772081252
1233,23.834906098984213,5.983961829799637,13.049779252952648,19.945985585928213
1234,27.668361423269573,5.472013135069098,12.88033784466412,13.956502463080803
1235,27.86707589115001,7.951570969956657,13.472453769944801,15.255331047776496
1236,28.87702437450282,7.0201934137067505,10.569828184539979,12.373566154812675
1237,37.559611306970204,5.17908002949798,14.899306811866136,12.638686760322045
1238,33.120046732724944,6.796198616483776,12.876281957266771,15.32121097366625
1239,34.21033141186295,5.806826052915566,14.733152442693925,18.902099204507994
1240,64.28575119257135,8.833351799587255,17.73920041284529,20.114530890393098
