minutes,cnn_image_classification-0-0.0.1,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1
1229,3.643973611977468,4.178446210440659,3.073853266612007,0.5917665568063597
1230,3.9745618883098874,3.5619067997624922,5.115961621476297,6.984821623264401
1231,4.110045725057431,4.162451837081436,4.378924467321083,6.626076655495421
1232,5.119545240331925,4.629691992547408,4.758565869946288,6.904388088977808
1233,4.282326550908787,3.6898929209482594,3.6611071551541867,2.649489131647083
1234,3.045876007940665,3.202998043470513,3.3944072541930845,3.132126946418859
1235,2.4400208640784395,2.4292819595317816,3.4641847239030663,4.5090813235884335
1236,2.055266868019708,2.0177496488762587,2.8910071539948685,3.2377983559694097
1237,3.2641165290785112,2.8872745678934475,3.6798235515455118,4.693109668005114
1238,1.2252607544596916,1.0736686617113493,1.7224419653400032,2.7704598926716666
1239,1.092318103799697,1.1458284257634055,2.07549966025364,3.062166759332386
1240,0.6779964551631067,1.561105355601551,3.324218870007556,4.321328384250855
