minute,perf_rapl,igpm,x_rest
1229,49.048965517241385,84.16160280808833,35.11263729084695
1230,59.83866666666667,94.54365284712541,34.70498618045874
1231,56.553999999999995,93.10982248230614,36.55582248230614
1232,56.184999999999995,88.90979173496484,32.72479173496485
1233,63.9685,101.43416010483864,37.46566010483864
1234,62.11483333333333,98.9599027754115,36.84506944207817
1235,62.54183333333334,99.44256915622064,36.90073582288732
1236,65.23333333333333,101.47692867026436,36.243595336931016
1237,64.35216666666666,101.45848632846008,37.10631966179342
1238,65.28830508474576,102.12925942894887,36.84095434420311
1239,64.57733333333333,102.44817897273609,37.87084563940275
1240,64.4184090909091,102.54093957078712,38.12253047987803
