minutes,image_processing-0-0.0.1,cnn_image_classification-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1
1229,1.003906203007201,2.053991242160678,3.370958312292404,0.6978124551781724
1230,0.7951636055462306,1.7434237862782966,3.182447116596101,0.8451612120596864
1231,1.04466610684762,1.6159404113815554,2.0996070408731455,1.4512029282806944
1232,1.2922091953612014,1.5149406928609557,2.99664510875525,1.6472168735973047
1233,1.2889905653887448,1.2415041976115981,2.1900030067563927,1.7434072122134934
1234,1.4601413904378766,1.5281815805882888,1.4225818586402335,1.4553344797580356
1235,1.4653582957482456,1.4591532282742312,1.5521268956996253,2.1237720499939527
1236,1.1016928503045655,1.3873564511012764,1.2532118786214175,1.8589690829127024
1237,1.4547507034038103,1.7190079702638514,1.1637521397927175,1.507179389026944
1238,1.2286385429462967,1.4288042923062627,1.3933671795125435,2.0510485841109856
1239,1.3895067105838945,1.4270871408456083,1.6538613976838807,1.8755824170506425
1240,1.9222138276000929,2.738386321677502,1.7759001399156438,2.319826672180462
