timestamp,cpu_pct,cpu_time
2023-04-07 21:37:44.340908004,2,00:00:00
2023-04-07 21:37:44.348222726,2,00:00:00
2023-04-07 21:37:44.355135438,2,00:00:00
2023-04-07 21:37:44.361926374,2,00:00:00
2023-04-07 21:37:44.368760749,2,00:00:00
2023-04-07 21:37:44.375716879,2,00:00:00
2023-04-07 21:37:44.382664013,2,00:00:00
2023-04-07 21:37:44.389612472,2,00:00:00
2023-04-07 21:37:44.39664228,2,00:00:00
2023-04-07 21:37:44.403775894,2,00:00:00
2023-04-07 21:37:44.410655905,2,00:00:00
2023-04-07 21:37:44.418599367,2,00:00:00
2023-04-07 21:37:44.425792468,2,00:00:00
2023-04-07 21:37:44.432844916,2,00:00:00
2023-04-07 21:37:44.440302815,2,00:00:00
2023-04-07 21:37:44.447660924,2,00:00:00
2023-04-07 21:37:44.45654562,2,00:00:00
2023-04-07 21:37:44.467788598,2,00:00:00
2023-04-07 21:37:44.477854989,2,00:00:00
2023-04-07 21:37:44.487716337,2,00:00:00
2023-04-07 21:37:44.496807397,2,00:00:00
2023-04-07 21:37:44.505941684,2,00:00:00
2023-04-07 21:37:44.514957337,2,00:00:00
2023-04-07 21:37:44.524170953,2,00:00:00
2023-04-07 21:37:44.532447174,2,00:00:00
2023-04-07 21:37:44.53972953,2,00:00:00
2023-04-07 21:37:44.547045337,2,00:00:00
2023-04-07 21:37:44.554885933,2,00:00:00
2023-04-07 21:37:44.562684702,2,00:00:00
2023-04-07 21:37:44.570730278,2,00:00:00
2023-04-07 21:37:44.578459758,2,00:00:00
2023-04-07 21:37:44.586313434,2,00:00:00
2023-04-07 21:37:44.59397919,2,00:00:00
2023-04-07 21:37:44.60194892,2,00:00:00
2023-04-07 21:37:44.609706526,2,00:00:00
2023-04-07 21:37:44.617481481,2,00:00:00
2023-04-07 21:37:44.625027046,2,00:00:00
2023-04-07 21:37:44.632648648,2,00:00:00
2023-04-07 21:37:44.640217141,2,00:00:00
2023-04-07 21:37:44.647776462,2,00:00:00
2023-04-07 21:37:44.655964887,2,00:00:00
2023-04-07 21:37:44.664669814,2.5,00:00:00
2023-04-07 21:37:44.672328994,2.5,00:00:00
2023-04-07 21:37:44.680688397,2.5,00:00:00
2023-04-07 21:37:44.689336783,2.5,00:00:00
2023-04-07 21:37:44.698204179,2.5,00:00:00
2023-04-07 21:37:44.707156986,2.5,00:00:00
2023-04-07 21:37:44.71618677,2.5,00:00:00
2023-04-07 21:37:44.72474075,2.5,00:00:00
2023-04-07 21:37:44.731822288,2.5,00:00:00
2023-04-07 21:37:44.73862056,2.5,00:00:00
2023-04-07 21:37:44.745584234,2.5,00:00:00
2023-04-07 21:37:44.752776181,2.5,00:00:00
2023-04-07 21:37:44.759973617,2.5,00:00:00
2023-04-07 21:37:44.767470817,2.5,00:00:00
2023-04-07 21:37:44.775030586,2.5,00:00:00
2023-04-07 21:37:44.783261047,2.5,00:00:00
2023-04-07 21:37:44.791450938,2.5,00:00:00
2023-04-07 21:37:44.800071817,2.5,00:00:00
2023-04-07 21:37:44.808538323,2.5,00:00:00
2023-04-07 21:37:44.816633761,2.5,00:00:00
2023-04-07 21:37:44.82483452,2.5,00:00:00
2023-04-07 21:37:44.833578688,2.5,00:00:00
2023-04-07 21:37:44.84271172,2.5,00:00:00
2023-04-07 21:37:44.851433508,2.5,00:00:00
2023-04-07 21:37:44.860807281,2.5,00:00:00
2023-04-07 21:37:44.868287718,2.5,00:00:00
2023-04-07 21:37:44.875320755,2.5,00:00:00
2023-04-07 21:37:44.882184804,2.5,00:00:00
2023-04-07 21:37:44.889033006,2.5,00:00:00
2023-04-07 21:37:44.896186887,2.5,00:00:00
2023-04-07 21:37:44.903540112,2.5,00:00:00
2023-04-07 21:37:44.911249994,3,00:00:00
2023-04-07 21:37:44.919345635,2,00:00:00
2023-04-07 21:37:44.927587316,2,00:00:00
2023-04-07 21:37:44.936011523,2,00:00:00
2023-04-07 21:37:44.944692591,2,00:00:00
2023-04-07 21:37:44.954054856,2,00:00:00
2023-04-07 21:37:44.961537332,2,00:00:00
2023-04-07 21:37:44.968536519,2,00:00:00
2023-04-07 21:37:44.977799605,2,00:00:00
2023-04-07 21:37:44.986990885,2,00:00:00
2023-04-07 21:37:44.996512079,2,00:00:00
2023-04-07 21:37:45.005732528,2,00:00:00
2023-04-07 21:37:45.013605713,2,00:00:00
2023-04-07 21:37:45.02243425,2,00:00:00
2023-04-07 21:37:45.031118642,2,00:00:00
2023-04-07 21:37:45.039691464,2,00:00:00
2023-04-07 21:37:45.048127835,2,00:00:00
2023-04-07 21:37:45.056245887,2,00:00:00
2023-04-07 21:37:45.063190246,2,00:00:00
2023-04-07 21:37:45.070910319,2,00:00:00
2023-04-07 21:37:45.078726718,2,00:00:00
2023-04-07 21:37:45.086523195,2,00:00:00
2023-04-07 21:37:45.09425763,2,00:00:00
2023-04-07 21:37:45.101441008,2,00:00:00
2023-04-07 21:37:45.109529284,2,00:00:00
2023-04-07 21:37:45.117730372,2,00:00:00
2023-04-07 21:37:45.125899742,2,00:00:00
2023-04-07 21:37:45.134051962,2,00:00:00
2023-04-07 21:37:45.142079885,2,00:00:00
2023-04-07 21:37:45.14992126,2,00:00:00
2023-04-07 21:37:45.157711867,2,00:00:00
2023-04-07 21:37:45.166266372,2,00:00:00
2023-04-07 21:37:45.174149782,2,00:00:00
2023-04-07 21:37:45.181156721,2,00:00:00
2023-04-07 21:37:45.187910368,2,00:00:00
2023-04-07 21:37:45.194683393,2,00:00:00
2023-04-07 21:37:45.201808314,2.6,00:00:00
