minutes,image_processing-0-0.0.1,video_processing-0-0.0.1,dd-0-0.0.1,cp
54,33.77862508104481,77.55896761980554,16.526458071102468,0.0
56,36.547393934141915,72.18767072211544,17.035856272025867,0.0
57,35.08757800628358,73.29078535807861,17.530809985205707,0.0
58,34.417226278766044,74.33053245274657,17.96106291917945,0.0
59,,,,
