minutes,image_processing-0-0.0.1,video_processing-0-0.0.1,dd-0-0.0.1,cp
54,19.66019182232108,37.81618902880305,10.509297824549119,0.0
56,20.217595001224925,33.45307657474243,10.296394558016297,0.0
57,19.553222639470466,34.21482219885416,10.67370185309492,0.0
58,19.810068611996883,35.84076857991968,11.29510513550406,0.0
59,,,,
