,image_processing-0-0.0.1,video_processing-0-0.0.1,dd-0-0.0.1,cp
0,237.12938100000002,1149.2255149999996,147.50445799999997,0.0
1,190.0,550.0,150.0,0.0
2,181.0,610.0,130.0,0.0
3,188.0,589.0,139.0,0.0
4,5.0,10.0,7.0,0.0
