minutes,video_processing-0-0.0.1,dd-0-0.0.1,pyaes-0-0.0.1
1313,1.0666666666666667,1.5333333333333334,1.8333333333333333
1314,1.3333333333333333,1.6,1.3333333333333333
1315,1.4666666666666666,1.3833333333333333,1.2833333333333334
