minutes,image_processing-0-0.0.1,cnn_image_classification-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1
1229,14.350097367278972,15.186334750900208,20.150600014136128,5.954662427284571
1230,16.444340308721884,17.90766464566757,19.869258349840415,8.131612550084016
1231,14.818193649045877,19.082442001597755,21.540386368819394,9.157329982373637
1232,13.272348694458806,21.95343406709844,18.550575205522442,9.704855783422802
1233,17.715253219024778,28.143341706989844,21.86015243979874,12.731690324448065
1234,18.762245683937795,26.063392507004913,23.431976349818704,11.120032416752132
1235,15.309364640270232,31.263711681722324,19.56519376463519,11.495595095939931
1236,15.880287136573413,36.080356407187494,20.87051621320545,9.957609033750247
1237,14.885435865009413,37.46933152967007,16.30754595337747,9.253298481296719
1238,16.1049181861101,47.33990634891908,18.458795723487412,12.327935603636172
1239,15.730695156466835,53.15032293807788,18.07148003277164,11.721229939631604
1240,12.58175388767317,56.5616434325785,18.136207261715704,11.565633177280079
