minutes,image_processing-0-0.0.1,cnn_image_classification-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1
1229,4.482308417233926,9.843800343548327,8.42748878420472,4.13872184785862
1230,5.737906199290041,10.844444765352218,8.301877725829558,6.1031847738752285
1231,5.380953442865752,9.998859021434718,9.220649625237066,7.074329016290301
1232,5.650932125651042,11.305305473176709,7.365174734229596,7.495725085012551
1233,7.668977335947921,15.010040216913135,8.056489734458545,9.824134812744362
1234,9.011794905729904,14.832379496845869,8.273199032327918,7.910061646076717
1235,6.786889216787813,18.218512526198694,6.6353799038737495,8.124962260208369
1236,7.124568586060805,20.79809924340934,7.304893203732537,7.06351288230793
1237,6.7460660102282795,21.053075369311824,6.051867449307163,6.718747237736897
1238,7.075862718838736,26.83939751723204,6.589413408982222,8.995138930555475
1239,6.409883816655491,30.83092857548826,6.007862026801478,8.501169557813391
1240,5.425350192629974,33.18173986540865,6.0813619637731104,7.379039537603515
