minutes,image_processing-0-0.0.1,cnn_image_classification-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1
1229,16.235525609631452,14.018471700989645,16.07726763362532,4.178149553510788
1230,17.632789651233065,16.597612867031817,16.73494237269203,5.01504428788597
1231,16.924460657521923,17.118593930402316,18.46407202827829,4.734805582352047
1232,14.033954874336718,18.740889494850443,17.705883937281413,5.37116303231991
1233,17.755101137997322,23.232443142240864,21.08274706894476,7.128959093237767
1234,17.615969111240684,20.240672875784714,22.670575836454027,6.981806852979443
1235,14.70252879058604,22.59316507956238,20.09568793191716,7.503833031064916
1236,14.932142052482982,26.189115008762514,21.14854595440678,6.426661021616583
1237,13.704448722322978,27.838969917529106,16.033691180167885,5.720363473351706
1238,14.993406966812966,34.81864611609146,18.35315936126752,7.456626148025703
1239,15.12754994525142,38.390610940138224,18.19276436023274,7.087923883719465
1240,12.104913886016025,40.016080120149276,18.18269638700547,8.079399848463316
