minutes,cnn_image_classification-0-0.0.1,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1
1035,7.66913168421189,0.954349998250961,3.656284751428878,5.948985319883134
1036,6.256184980506868,0.9788809751009169,2.984460562396176,5.560086277630252
1037,6.546386434028017,1.537268729751576,3.3350703886793047,3.4600569371264744
1038,7.102075472254523,1.8460150666483612,4.673147177337649,4.870170924843016
1039,5.950432901927621,2.520769560324903,3.7392938474680246,3.8475839376476895
1040,6.701383028394504,1.9935451014507173,2.8954980694536925,2.335021604734396
1041,6.943150164731619,2.827209820249,3.729352315088026,2.825668870900352
1042,6.340787330750348,2.851269047214863,2.7874681119724802,2.3263762418323064
1043,8.66485304714586,2.5619570779052454,3.8635623657900573,2.2749769009773844
1044,6.665463378404179,2.430100429085751,3.121401959425419,2.487488401496105
1045,6.899183777257122,2.1921866599034607,3.0789020956215603,2.7445874505361205
1046,20.50367468138432,4.910915939777596,6.47229010612944,6.428973474177888
