minutes,cnn_image_classification-0-0.0.1,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1
1035,21.158390926805012,4.62523654800738,10.850160297815725,14.633968308897892
1036,18.26057176957012,4.129906310691532,11.507649890618435,12.329491499158356
1037,16.445426549919546,3.9465368946525596,9.069916544429518,15.528029239820425
1038,16.840037627955056,4.555520852973428,12.869392651788374,17.5296894821389
1039,19.728069604393983,3.9477428979202127,10.36610514269465,15.014699036407585
1040,21.21618106644606,4.3763194741399065,10.342267112861045,12.591225034008282
1041,15.938677563409074,5.216393726544119,12.290772988551103,16.09985430684179
1042,18.29840988435669,3.0104936400097895,7.327868800377415,13.12948019156469
1043,17.691281294510343,3.2413852495054085,11.676796438905926,14.146233713881635
1044,17.282205407410814,3.875262438451563,9.029432950892893,12.668457337997376
1045,14.554637825693511,3.0705187698189502,11.349852676616855,14.998949327699387
1046,40.94296837335625,8.348251607198142,20.039866428075285,37.263630929690194
