,0
0,0.9801458109774336
1,2.7802266418796706
2,2.9638920228564563
3,3.938756437464409
4,11.072950296608997
5,15.858378441940541
6,19.774609984181936
7,22.35499808334861
8,22.561430188496523
9,24.078650110702192
10,26.16471525085304
11,30.748543098180185
12,33.525546312349285
13,34.39462053398879
14,34.64949508070313
15,35.18528604369102
16,36.06777940771014
17,38.02882160642949
18,39.48151665693011
19,39.87609363606859
20,40.22082471727242
21,40.835757204456144
22,41.2104053053423
23,42.11929425036752
24,42.50924903396429
25,42.895912784396025
26,42.994360401227524
27,43.20199271104856
28,44.21667582768472
29,45.96863494944689
30,46.68955180593438
31,48.342708487858886
32,49.173181262230585
33,49.29493837876014
34,51.001362453854235
35,51.18110545753579
36,52.58194380447677
37,55.79846894536915
38,57.02382710202433
39,59.6579858843892
40,59.803721406432786
41,59.80735124851411
42,60.69537426727253
43,62.77840122457121
44,69.00372001149776
45,74.71671478635781
46,80.26261239012561
47,80.75723575175189
