,0
0,1.3170852812439788
1,2.4972806573729986
2,5.286980725615626
3,6.363675088377528
4,8.475615334980004
5,9.111353885218769
6,10.353553089315366
7,11.85457574104683
8,12.452888609627177
9,18.947357295043723
10,19.15327738048399
11,19.979346423650394
12,20.108286796750974
13,20.825929135502413
14,22.390139531564756
15,22.97650805040854
16,23.12310816075523
17,23.79035421634175
18,23.895222127332847
19,24.089593190767953
20,25.501951294931953
21,25.614069498797647
22,26.81406074597776
23,27.509666153232516
24,28.09040570275505
25,30.453508001347018
26,32.69002153166098
27,34.74837625619326
28,34.987039296329286
29,35.42037563458392
30,36.27116342416909
31,36.439233015704595
32,38.77552720541917
33,40.4728412513891
34,41.463086771017046
35,46.11801896308059
36,47.3639454835838
37,54.62430436099864
38,55.511093148887504
39,56.18410198578216
40,62.016351597821796
41,62.213863537629365
42,63.53915688229551
43,68.64882952315429
44,69.69665458676144
45,72.86646555427431
46,107.61281913292724
47,169.44239035050344
