,0
0,3.2361638650090216
1,5.305412476714345
2,9.346150210527448
3,10.733896967342574
4,11.028015873323964
5,11.325318428489942
6,15.89816487285809
7,16.584727526005338
8,17.213468116322144
9,17.336581588463027
10,19.69273739847032
11,22.094165176677066
12,22.801199393825968
13,24.55331086234267
14,25.035650294489013
15,25.109726588234622
16,25.437127091487817
17,27.10811925011369
18,27.339487508929285
19,28.74941680107092
20,28.773045248859617
21,29.829269894376537
22,30.604332472078283
23,31.59175421147342
24,33.41303537176569
25,33.74392841356585
26,35.281877877415795
27,35.296892012724825
28,35.89526755941569
29,37.00576310257797
30,37.208638343929366
31,37.865060109895964
32,38.16229318425721
33,42.02145273871834
34,47.727396263363104
35,49.85267640902985
36,59.67247944173415
37,60.09004031924484
38,60.28749325541361
39,60.689624962564835
40,63.45522145892879
41,63.819439395684455
42,65.21443027228837
43,65.81157020517072
44,66.05839110298203
45,67.19000500049967
46,68.1495976663086
47,105.40608938335643
