minutes,cnn_image_classification-0-0.0.1,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1
1035,28.71800311960582,5.028710766312567,14.416210559571761,20.9911671419836
1036,23.519412269551996,4.352204230974594,12.33224685428863,23.074204676823395
1037,25.734312136629274,4.860640193557878,13.915315510430817,16.18849744336807
1038,28.446782487941032,6.092556633728668,17.34759603836419,23.79295445080441
1039,23.896420413528197,7.278237007364391,14.162302618997826,21.802533457889346
1040,29.29680842556444,6.060875825545793,11.84762428744534,13.879887356344383
1041,29.610069714957667,8.44279463946663,14.689517742364599,16.99402890447943
1042,28.199881202586038,8.64264057862594,11.519174924035953,13.829120556636582
1043,39.3577869431048,7.028046313054887,17.58797555963306,14.317726755224001
1044,29.99193700393159,7.135996566025992,14.904912239711482,15.4196571746221
1045,32.39508746499742,5.848299490771717,14.394514425745655,17.197172096349686
1046,99.70185953094031,15.191916999935442,27.374698810859133,44.16200514200441
