minutes,cnn_image_classification-0-0.0.1,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1
1035,4.352142278058433,3.9394384494565524,5.176269574103269,7.176434492406214
1036,3.756079878417628,3.5175523552412953,5.489937140397138,6.04632907497754
1037,3.382716408644087,3.361371688479607,4.326971377375657,7.614878089354832
1038,3.4638853199308537,3.880059715699539,6.139581701299924,8.596483577479216
1039,4.057934560656481,3.362398873920492,4.9453421128614785,7.363143187378456
1040,4.364029330852607,3.727429078402396,4.933969739998093,6.174682063563305
1041,3.278481464872372,4.442942928552475,5.863540493098058,7.895298618357855
1042,3.7638629305246782,2.564118456256749,3.4958952930907605,6.4386400547839555
1043,3.638980560535909,2.760775054176224,5.570631628536764,6.937251565606638
1044,3.5548363328704378,3.3006653158848307,4.307657930594951,6.212556449961855
1045,2.993793565973891,2.61524347480433,5.414657062011654,7.3554195986407285
1046,8.421700131324696,7.110430574908045,9.560388788138198,18.27392274408059
