minutes,cnn_image_classification-0-0.0.1,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1
1035,16.26293082497414,58.25756754326048,25.35272813876519,5.485253717887985
1036,27.73142500610207,62.727887873978524,20.829310693056406,20.368915919965453
1037,34.915097022863954,64.38278387425686,37.60050474212448,0.2891159037485747
1038,33.35337263403867,58.88674675624216,11.46075029320826,13.217011191774475
1039,21.923612486995623,64.37189978013106,28.682945920656323,3.0262714819825796
1040,16.03421887152279,60.504026515768295,28.846947543193046,18.678487314566617
1041,36.92062169081228,52.9224158509611,15.441555932975987,3.9822974103953155
1042,27.581675772037133,72.8305079912743,49.585499246923334,15.202119963097784
1043,29.984465705448027,70.74672755882249,19.66561098467996,8.635329659554545
1044,31.603436447334254,65.02603079643703,37.87902503396353,18.179675819131454
1045,42.39813799434404,72.28878544351718,21.914928896770196,3.1279923338493525
1046,62.037093783309494,24.65762016097008,37.87089925487242,140.6703737856581
