minutes,cnn_image_classification-0-0.0.1,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1
1035,34.64949508070313,80.75723575175189,24.078650110702192,2.7802266418796706
1036,46.68955180593438,80.26261239012561,38.02882160642949,3.938756437464409
1037,44.21667582768472,69.00372001149776,30.748543098180185,40.22082471727242
1038,39.48151665693011,62.77840122457121,2.9638920228564563,15.858378441940541
1039,49.29493837876014,49.173181262230585,22.35499808334861,33.525546312349285
1040,42.895912784396025,59.803721406432786,39.87609363606859,59.6579858843892
1041,40.835757204456144,42.994360401227524,22.561430188496523,51.18110545753579
1042,45.96863494944689,42.50924903396429,42.11929425036752,59.80735124851411
1043,26.16471525085304,48.342708487858886,19.774609984181936,60.69537426727253
1044,43.20199271104856,51.001362453854235,35.18528604369102,57.02382710202433
1045,41.2104053053423,55.79846894536915,36.06777940771014,52.58194380447677
1046,74.71671478635781,0.9801458109774336,34.39462053398879,11.072950296608997
