minute,perf_rapl,igpm,x_rest
1035,51.512249999999995,85.29357362011307,33.78132362011307
1036,51.1055,87.25471304108645,36.149213041086455
1037,54.7445,85.80372525242221,31.059225252422205
1038,49.98733333333334,82.6673014930461,32.67996815971277
1039,53.41166666666666,93.6363911823308,40.22472451566413
1040,66.685,103.177740470115,36.492740470115
1041,58.03283333333333,90.89722745078679,32.86439411745344
1042,65.438,103.1697072708354,37.73170727083539
1043,63.097457627118644,99.76966598061357,36.67220835349492
1044,64.65516666666666,102.24125637067206,37.586089704005396
1045,64.82583333333334,101.63174899147207,36.80591565813873
1046,65.35615384615384,100.90079143644829,35.544637590294435
