minutes,cnn_image_classification-0-0.0.1,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1
1035,22.094165176677066,65.21443027228837,25.035650294489013,3.2361638650090216
1036,33.74392841356585,68.1495976663086,25.109726588234622,15.89816487285809
1037,37.865060109895964,65.81157020517072,35.89526755941569,10.733896967342574
1038,35.296892012724825,60.09004031924484,9.346150210527448,5.305412476714345
1039,30.604332472078283,59.67247944173415,27.10811925011369,11.325318428489942
1040,24.55331086234267,60.28749325541361,31.59175421147342,29.829269894376537
1041,38.16229318425721,49.85267640902985,17.213468116322144,11.028015873323964
1042,33.41303537176569,63.45522145892879,47.727396263363104,27.339487508929285
1043,28.773045248859617,63.819439395684455,19.69273739847032,22.801199393825968
1044,35.281877877415795,60.689624962564835,37.208638343929366,28.74941680107092
1045,42.02145273871834,67.19000500049967,25.437127091487817,16.584727526005338
1046,66.05839110298203,17.336581588463027,37.00576310257797,105.40608938335643
