minutes,image_processing-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1,pyaes-0-0.0.1
1035,6.877519782670857,4.2830883001091955,5.907104937734676,10.2939771860788
1036,5.883326367540929,3.706889476771782,4.837788887042752,11.315489744973151
1037,6.638558538641202,4.13993806991886,5.293379266600439,7.938768827466855
1038,8.27599142247659,5.189194457252654,5.851316632195116,11.667961512065217
1039,6.756388305223408,6.199070342342007,4.9153369902159705,10.691867703027793
1040,5.65212821204642,5.162211060280397,6.026161393943534,6.80663646881195
1041,7.007906027283229,7.1909554199794075,6.090597187117209,8.333797956969821
1042,5.49543537067044,7.361169584924357,5.80053065672951,6.781740650753452
1043,8.390668917373327,5.98597619447973,8.095638705157814,7.0213510081583
1044,7.110663954580432,6.077920330259368,6.169144784555041,7.561732899322565
1045,6.867169240898461,4.981154074770257,6.6634570769368855,8.433418495860067
1046,13.05960618696268,12.939364577208824,20.50801876034584,21.656855492997117
