minutes,image_processing-0-0.0.1,model_training-0-0.0.1,pyaes-0-0.0.1
1114,0.9538861166666668,2.898440816666666,0.14311298333333333
1115,0.8935443166666666,2.9604480499999997,0.14153173333333333
1116,1.1758239666666663,2.6983754333333336,0.12102965000000003
1117,0.80480565,3.0859437500000007,0.09555146666666665
1118,0.6429247833333331,3.259951450000001,0.09333613333333333
1119,0.6393652166666667,3.2902303833333337,0.06690003333333333
1120,0.8536067499999999,3.0487963499999995,0.09368774999999999
1121,0.943987966666667,2.958137933333333,0.09377741666666668
1122,0.8881959500000002,3.0150024666666657,0.09279448333333333
1123,1.0234307333333335,2.8448597333333345,0.12719863333333337
1124,0.5341664500000001,3.395691316666667,0.0666701
1125,1.04221465,2.8673926666666674,0.08631783333333334
1126,1.3543931833333334,2.4123371499999995,0.22732075
1127,1.1943984499999998,2.681640933333333,0.11934991666666668
1128,0.6922022499999998,3.12987625,0.1732345333333333
1129,0.7614295333333334,3.1070479166666667,0.12721878333333334
1130,0.7100225333333334,3.0956102833333334,0.17988078333333327
1131,1.0049188166666667,2.86925615,0.12145445
1132,0.37449733333333335,1.0252814,0.05358628333333334
