minutes,image_processing-0-0.0.1,model_training-0-0.0.1,pyaes-0-0.0.1
1114,1.3,3.216666666666667,0.5333333333333333
1115,1.2666666666666666,3.2666666666666666,0.45
1116,1.65,3.0166666666666666,0.4
1117,1.05,3.433333333333333,0.36666666666666664
1118,0.8666666666666667,3.6166666666666667,0.35
1119,0.8833333333333333,3.65,0.25
1120,1.1833333333333333,3.4,0.3
1121,1.3166666666666667,3.2666666666666666,0.3333333333333333
1122,1.1833333333333333,3.35,0.35
1123,1.35,3.2,0.4666666666666667
1124,0.7333333333333333,3.8,0.21666666666666667
1125,1.4333333333333333,3.1666666666666665,0.31666666666666665
1126,1.9,2.6333333333333333,0.7833333333333333
1127,1.6833333333333333,2.966666666666667,0.4
1128,0.9666666666666667,3.5,0.5666666666666667
1129,1.15,3.4166666666666665,0.38333333333333336
1130,0.9666666666666667,3.5,0.6166666666666667
1131,1.3666666666666667,3.2333333333333334,0.38333333333333336
1132,0.5166666666666667,1.15,0.16666666666666666
