timestamp,igpm,voltage,current,power_factor,discard
2023-08-29 17:12:15.851725,20.808,121.69,0.28747,0.5948,0
2023-08-29 17:12:16.102273,18.846823529411765,121.72,0.19992,0.7181,0
2023-08-29 17:12:16.352821,17.932292237442923,121.72,0.16636,0.8318,0
2023-08-29 17:12:16.603370,23.12128069482827,121.63,0.28976,0.8818,0
2023-08-29 17:12:16.853942,35.60540290649453,121.39,0.48808,0.9745,0
2023-08-29 17:12:17.104513,40.20717604218729,121.47,0.43541,0.9291,0
2023-08-29 17:12:17.355130,31.555740294538513,121.72,0.15959,0.7075,0
2023-08-29 17:12:17.605678,26.719413596314475,121.71,0.22157,0.6068,0
2023-08-29 17:12:17.856258,22.90412902316197,121.71,0.22952,0.5196,0
2023-08-29 17:12:18.106802,28.450872078791168,121.5,0.44195,0.7611,0
2023-08-29 17:12:18.357374,38.08113216322376,121.41,0.50718,0.9731,0
2023-08-29 17:12:18.607978,40.10409289473787,121.56,0.40195,0.9155,0
2023-08-29 17:12:18.858523,31.75789958527456,121.77,0.1574,0.655,0
2023-08-29 17:12:19.109072,27.69265830536486,121.76,0.25131,0.598,0
2023-08-29 17:12:19.359627,23.82419504648491,121.76,0.2223,0.549,0
2023-08-29 17:12:19.610199,29.519664245785606,121.5,0.45355,0.7757,0
2023-08-29 17:12:19.860746,38.70312851217466,121.34,0.50793,0.9745,0
2023-08-29 17:12:20.111341,34.78681257639873,121.62,0.30085,0.7016,0
2023-08-29 17:12:20.361907,32.91183153223942,121.62,0.3245,0.7233,0
2023-08-29 17:12:20.612453,27.597041280977145,121.68,0.18608,0.6717,0
2023-08-29 17:12:20.862999,23.976406606161024,121.67,0.15829,0.8067,0
2023-08-29 17:12:21.113570,32.57284567815537,121.42,0.46255,0.9369,0
2023-08-29 17:12:21.364122,40.34982043528074,121.39,0.49402,0.9753,0
2023-08-29 17:12:21.614703,36.1985790047515,121.64,0.26269,0.8298,0
2023-08-29 17:12:21.865264,30.335318999925907,121.74,0.16737,0.8175,0
2023-08-29 17:12:22.115840,24.781401927074953,121.75,0.19309,0.503,0
2023-08-29 17:12:22.366429,21.518266920642482,121.71,0.2182,0.5236,0
2023-08-29 17:12:22.616980,33.97655990915404,121.36,0.55509,0.9358,0
2023-08-29 17:12:22.867530,40.93211589875549,121.43,0.49095,0.9588,0
2023-08-29 17:12:23.118107,31.64972191009202,121.75,0.18183,0.4513,0
2023-08-29 17:12:23.368692,27.827445030944926,121.72,0.26095,0.5953,0
2023-08-29 17:12:23.619245,22.395391528559287,121.79,0.18757,0.4255,0
2023-08-29 17:12:23.869791,25.52039822939868,121.64,0.40106,0.6726,0
2023-08-29 17:12:24.120350,35.576333180238045,121.4,0.51028,0.953,0
