minutes,image_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1
1210,6.4608045139191494,10.103568788270671,3.2791958237704972,6.933062172844144
1211,5.649209797707979,10.213637553778481,3.3030928854922617,7.1543330204633095
1212,6.967086297913682,6.5445243239935325,3.6473920734972203,6.010376497258872
1213,6.880036080737498,10.326139619874198,4.055263221401497,5.257564285170872
1214,6.195481967395832,10.163856210790552,6.121420663769718,5.117906341988523
1215,5.7737159610859585,6.535002992346339,5.418949580351426,6.007773678299142
1216,6.744384516850509,7.576391867764705,7.468076401171224,5.880913540962481
1217,5.237751952676791,5.79896818044115,7.250793693394145,5.760474981268369
1218,8.081767209148078,6.407053697617976,5.095720272550024,8.37353142865117
1219,7.881682846068059,8.523215748385205,6.7185124123390585,6.983923078186933
1220,7.989407081825126,8.936781623783737,5.228334557012954,7.055666245509399
1221,11.708730562315099,11.418788025116529,8.643055296332903,16.5151202647891
