minutes,cnn_image_classification-0-0.0.1,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1
1210,3.019250856225252,3.5302971167780406,2.2836615019951325,12.615873015041569
1211,2.883053344414063,2.220529405280344,3.968179715125554,6.315043292029996
1212,2.76886371816378,2.667673563617251,4.689281800889413,6.074048519348648
1213,4.949430689719525,4.1389396053675185,6.33796230723957,13.214063345412379
1214,2.807702020639407,3.4096039894854413,5.461304409418821,6.701407661945978
1215,3.7228557675383054,2.9274959196414336,3.97426807048784,5.362970372570765
1216,3.6701907588943286,5.242393688100901,6.860502999355255,7.980305685331496
1217,4.547652811138832,3.4614913594385732,3.8210870144346933,6.108160801581598
1218,4.09284071907816,2.7908343131944533,8.106999349696206,8.704878480447496
1219,3.05862649853075,3.6716928498043404,4.653846054618431,9.92589481603146
1220,3.3493340962561056,2.3142737249543823,5.023201446092025,8.384978838408243
1221,5.3006486853913515,3.2913776174914404,6.2948025634617775,9.271321425023752
1222,,,,
