minutes,cnn_image_classification-0-0.0.1,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1
1210,9.691181819284203,0.9815803609847134,3.7495754420518805,5.151780869980721
1211,10.431218776238564,1.1363916153116342,2.9073946400885857,5.0018233529061265
1212,9.119493654472564,1.3288228063291965,3.447225096067877,2.991571031723401
1213,7.6435808525620645,1.5776106345986292,3.1134760984447905,4.338997913756122
1214,7.726133794845741,2.570751287667792,2.7871292303979427,3.519333336301166
1215,8.303727432757674,2.188483295528787,2.5607386242844763,2.197281722122447
1216,7.9073936574524915,3.620435033524632,2.7188938413731276,2.56686727205
1217,7.523999315641254,3.347427451495031,2.001169829883723,2.102433454305742
1218,10.907843944725553,2.207014082680484,4.060360873150352,1.9842892856888685
1219,8.819356845276117,3.175272807224552,3.7619864175694104,2.557206654536266
1220,8.241651575496071,2.4717247903628428,3.7105318202428363,2.8164866674746403
1221,19.80052049119674,4.809230702570209,5.580048063424443,3.4458937050498255
