minutes,image_processing-0-0.0.1,cnn_image_classification_gpu-0-0.0.1,pyaes-0-0.0.1
1045,1.37164035,0.09775001666666666,2.0170796833333338
1046,1.1247492166666668,0.40183736666666664,2.0281903666666663
1047,1.10711055,0.1462032,2.731615833333333
1048,1.3348792500000002,0.4607485333333334,2.079322683333333
1049,1.1987435666666666,0.8792521000000001,1.9138741000000004
1050,0.9626156166666664,0.5720400333333333,2.229361500000001
1051,1.2801612333333336,0.25398185,2.2389925166666673
1052,1.3717931999999997,0.33528205,2.1320604999999997
1053,1.0416393833333335,0.5183263333333333,1.27663505
1054,1.3631379333333336,0.5783354166666667,2.0478151833333333
1055,1.0782609166666668,0.2554982333333334,2.0643365666666664
