timestamp,energy_pkg,unit,event_name,counter_runtime,pct_time_counter_running,energy_ram,retired_instructions
2023-04-04 17:24:10.001016,21.82,Joules,power/energy-pkg/,1001032418,100.0,,
2023-04-04 17:24:11.002132,22.12,Joules,power/energy-pkg/,1001107409,100.0,,
2023-04-04 17:24:12.003209,20.66,Joules,power/energy-pkg/,1001060184,100.0,,
2023-04-04 17:24:13.004289,18.25,Joules,power/energy-pkg/,1001089418,100.0,,
2023-04-04 17:24:14.005377,20.15,Joules,power/energy-pkg/,1001048952,100.0,,
2023-04-04 17:24:15.006452,22.62,Joules,power/energy-pkg/,1001078717,100.0,,
2023-04-04 17:24:16.007206,22.19,Joules,power/energy-pkg/,1000753639,100.0,,
2023-04-04 17:24:17.008315,20.04,Joules,power/energy-pkg/,1001093741,100.0,,
2023-04-04 17:24:18.009417,21.67,Joules,power/energy-pkg/,1001085948,100.0,,
2023-04-04 17:24:19.010501,22.0,Joules,power/energy-pkg/,1001076732,100.0,,
2023-04-04 17:24:20.011212,21.15,Joules,power/energy-pkg/,1000704167,100.0,,
2023-04-04 17:24:21.012108,19.5,Joules,power/energy-pkg/,1000901413,100.0,,
2023-04-04 17:24:22.013248,18.39,Joules,power/energy-pkg/,1001111036,100.0,,
2023-04-04 17:24:23.014376,17.19,Joules,power/energy-pkg/,1001114778,100.0,,
2023-04-04 17:24:24.015192,15.72,Joules,power/energy-pkg/,1000798040,100.0,,
2023-04-04 17:24:25.016304,13.16,Joules,power/energy-pkg/,1001111161,100.0,,
2023-04-04 17:24:26.017411,15.49,Joules,power/energy-pkg/,1001102946,100.0,,
2023-04-04 17:24:27.018547,16.87,Joules,power/energy-pkg/,1001138689,100.0,,
2023-04-04 17:24:28.019191,20.33,Joules,power/energy-pkg/,1000609464,100.0,,
2023-04-04 17:24:29.020268,21.56,Joules,power/energy-pkg/,1001074137,100.0,,
2023-04-04 17:24:30.021396,13.09,Joules,power/energy-pkg/,1001115330,100.0,,
2023-04-04 17:24:31.022503,17.08,Joules,power/energy-pkg/,1001088331,100.0,,
2023-04-04 17:24:32.023208,21.89,Joules,power/energy-pkg/,1000689256,100.0,,
2023-04-04 17:24:33.024278,21.4,Joules,power/energy-pkg/,1001064641,100.0,,
2023-04-04 17:24:34.025394,17.44,Joules,power/energy-pkg/,1001109979,100.0,,
2023-04-04 17:24:35.026477,19.47,Joules,power/energy-pkg/,1001078542,100.0,,
2023-04-04 17:24:36.027209,21.13,Joules,power/energy-pkg/,1000714777,100.0,,
2023-04-04 17:24:37.028293,21.65,Joules,power/energy-pkg/,1001082782,100.0,,
2023-04-04 17:24:38.029350,19.99,Joules,power/energy-pkg/,1001088194,100.0,,
2023-04-04 17:24:39.029881,21.21,Joules,power/energy-pkg/,1000488853,100.0,,
2023-04-04 17:24:40.030991,18.3,Joules,power/energy-pkg/,1001082667,100.0,,
2023-04-04 17:24:41.031209,19.06,Joules,power/energy-pkg/,1000213647,100.0,,
2023-04-04 17:24:42.032313,18.46,Joules,power/energy-pkg/,1001101916,100.0,,
2023-04-04 17:24:43.033400,19.02,Joules,power/energy-pkg/,1001054832,100.0,,
2023-04-04 17:24:44.034478,18.36,Joules,power/energy-pkg/,1001067335,100.0,,
2023-04-04 17:24:45.035206,19.44,Joules,power/energy-pkg/,1000726808,100.0,,
2023-04-04 17:24:46.036305,19.02,Joules,power/energy-pkg/,1001090680,100.0,,
2023-04-04 17:24:47.037389,17.53,Joules,power/energy-pkg/,1001062681,100.0,,
2023-04-04 17:24:48.037934,21.24,Joules,power/energy-pkg/,1000568254,100.0,,
2023-04-04 17:24:49.039064,16.8,Joules,power/energy-pkg/,1001091767,100.0,,
2023-04-04 17:24:50.039192,20.44,Joules,power/energy-pkg/,1000111597,100.0,,
2023-04-04 17:24:51.040270,20.51,Joules,power/energy-pkg/,1001080781,100.0,,
2023-04-04 17:24:52.040674,19.8,Joules,power/energy-pkg/,1000394259,100.0,,
2023-04-04 17:24:53.041775,18.09,Joules,power/energy-pkg/,1001080422,100.0,,
2023-04-04 17:24:54.042868,19.75,Joules,power/energy-pkg/,1001095185,100.0,,
2023-04-04 17:24:55.043188,23.0,Joules,power/energy-pkg/,1000293076,100.0,,
2023-04-04 17:24:56.044260,20.8,Joules,power/energy-pkg/,1001075133,100.0,,
2023-04-04 17:24:57.045347,20.77,Joules,power/energy-pkg/,1001078572,100.0,,
2023-04-04 17:24:58.046434,16.78,Joules,power/energy-pkg/,1001076983,100.0,,
2023-04-04 17:24:59.047194,17.93,Joules,power/energy-pkg/,1000739162,100.0,,
2023-04-04 17:25:00.047324,19.59,Joules,power/energy-pkg/,1000126115,100.0,,
2023-04-04 17:25:01.048401,21.19,Joules,power/energy-pkg/,1001055071,100.0,,
2023-04-04 17:25:02.049472,19.49,Joules,power/energy-pkg/,1001078018,100.0,,
2023-04-04 17:25:03.050586,20.08,Joules,power/energy-pkg/,1001101139,100.0,,
2023-04-04 17:25:04.051204,18.53,Joules,power/energy-pkg/,1000607430,100.0,,
2023-04-04 17:25:05.052300,17.25,Joules,power/energy-pkg/,1001084322,100.0,,
2023-04-04 17:25:06.053415,18.19,Joules,power/energy-pkg/,1001108478,100.0,,
2023-04-04 17:25:07.054517,17.04,Joules,power/energy-pkg/,1001081196,100.0,,
2023-04-04 17:25:08.055229,17.85,Joules,power/energy-pkg/,1000696078,100.0,,
2023-04-04 17:25:09.056305,18.34,Joules,power/energy-pkg/,1001080776,100.0,,
2023-04-04 17:25:10.057405,19.64,Joules,power/energy-pkg/,1001088186,100.0,,
2023-04-04 17:25:11.058489,19.19,Joules,power/energy-pkg/,1001060351,100.0,,
2023-04-04 17:25:12.059212,20.09,Joules,power/energy-pkg/,1000722131,100.0,,
2023-04-04 17:25:13.060312,17.79,Joules,power/energy-pkg/,1001088358,100.0,,
2023-04-04 17:25:14.061423,19.87,Joules,power/energy-pkg/,1001102259,100.0,,
2023-04-04 17:25:15.062507,19.29,Joules,power/energy-pkg/,1001077224,100.0,,
2023-04-04 17:25:16.063205,17.11,Joules,power/energy-pkg/,1000687698,100.0,,
2023-04-04 17:25:17.063324,23.54,Joules,power/energy-pkg/,1000100469,100.0,,
2023-04-04 17:25:18.064403,24.7,Joules,power/energy-pkg/,1001077692,100.0,,
2023-04-04 17:25:19.065494,30.06,Joules,power/energy-pkg/,1001078701,100.0,,
2023-04-04 17:25:20.066600,46.8,Joules,power/energy-pkg/,1001095069,100.0,,
2023-04-04 17:25:21.067248,36.83,Joules,power/energy-pkg/,1000640074,100.0,,
2023-04-04 17:25:22.067414,40.19,Joules,power/energy-pkg/,1000148043,100.0,,
2023-04-04 17:25:23.068497,33.81,Joules,power/energy-pkg/,1001066425,100.0,,
2023-04-04 17:25:24.069570,25.52,Joules,power/energy-pkg/,1001061561,100.0,,
2023-04-04 17:25:25.070639,26.27,Joules,power/energy-pkg/,1001060298,100.0,,
2023-04-04 17:25:26.275241,70.88,Joules,power/energy-pkg/,1204778362,100.0,,
2023-04-04 17:25:27.276599,70.05,Joules,power/energy-pkg/,1001177493,100.0,,
2023-04-04 17:25:28.277499,74.67,Joules,power/energy-pkg/,1000889688,100.0,,
2023-04-04 17:25:29.278671,70.33,Joules,power/energy-pkg/,1001156170,100.0,,
2023-04-04 17:25:30.283241,73.29,Joules,power/energy-pkg/,1004573360,100.0,,
2023-04-04 17:25:31.284480,73.61,Joules,power/energy-pkg/,1001208953,100.0,,
2023-04-04 17:25:32.285088,66.97,Joules,power/energy-pkg/,1000603958,100.0,,
2023-04-04 17:25:33.286202,67.7,Joules,power/energy-pkg/,1001108581,100.0,,
2023-04-04 17:25:34.287192,64.27,Joules,power/energy-pkg/,1000960477,100.0,,
2023-04-04 17:25:35.288280,49.55,Joules,power/energy-pkg/,1001080296,100.0,,
2023-04-04 17:25:36.289400,46.92,Joules,power/energy-pkg/,1002022993,100.0,,
2023-04-04 17:25:37.291205,30.16,Joules,power/energy-pkg/,1000888224,100.0,,
2023-04-04 17:25:38.292301,22.73,Joules,power/energy-pkg/,1001074451,100.0,,
2023-04-04 17:25:39.293374,34.46,Joules,power/energy-pkg/,1001063915,100.0,,
2023-04-04 17:25:40.293714,48.68,Joules,power/energy-pkg/,1000341089,100.0,,
2023-04-04 17:25:41.294355,45.2,Joules,power/energy-pkg/,1000651953,100.0,,
