timestamp,ipmi
2023-07-21 00:22:37.033704276,188.0
2023-07-21 00:22:38.047412867,142.0
2023-07-21 00:22:39.036586627,147.0
2023-07-21 00:22:40.037861151,96.0
2023-07-21 00:22:41.037653267,119.0
2023-07-21 00:22:42.038317309,105.0
2023-07-21 00:22:43.039325541,105.0
2023-07-21 00:22:44.051922335,108.0
2023-07-21 00:22:45.040068200,103.0
2023-07-21 00:22:46.040369538,95.0
2023-07-21 00:22:47.040909452,94.0
2023-07-21 00:22:48.050163402,93.0
2023-07-21 00:22:49.042743773,92.0
2023-07-21 00:22:50.042622670,96.0
2023-07-21 00:22:51.051505804,89.0
2023-07-21 00:22:52.052350767,94.0
2023-07-21 00:22:53.052289615,102.0
2023-07-21 00:22:54.052129830,104.0
2023-07-21 00:22:55.052502856,100.0
2023-07-21 00:22:56.051829611,95.0
2023-07-21 00:22:57.051778413,92.0
2023-07-21 00:22:58.054364940,92.0
2023-07-21 00:22:59.051703157,93.0
2023-07-21 00:23:00.051785465,91.0
2023-07-21 00:23:01.052132956,97.0
2023-07-21 00:23:02.052594218,98.0
2023-07-21 00:23:03.055574497,96.0
2023-07-21 00:23:04.053105880,94.0
2023-07-21 00:23:05.053443796,96.0
2023-07-21 00:23:06.055087247,102.0
2023-07-21 00:23:07.060249589,91.0
2023-07-21 00:23:08.055326916,95.0
2023-07-21 00:23:09.056633309,91.0
2023-07-21 00:23:10.056203838,100.0
2023-07-21 00:23:11.057449429,102.0
2023-07-21 00:23:12.057235946,101.0
2023-07-21 00:23:13.058013948,98.0
2023-07-21 00:23:14.060353458,94.0
2023-07-21 00:23:15.059208771,94.0
2023-07-21 00:23:16.066552887,92.0
2023-07-21 00:23:17.059138250,96.0
2023-07-21 00:23:18.060739303,92.0
2023-07-21 00:23:19.060065107,99.0
2023-07-21 00:23:20.061829179,100.0
2023-07-21 00:23:21.061013623,97.0
2023-07-21 00:23:22.064426170,95.0
2023-07-21 00:23:23.063955277,95.0
2023-07-21 00:23:24.063901231,95.0
2023-07-21 00:23:25.068624885,97.0
2023-07-21 00:23:26.069801406,90.0
2023-07-21 00:23:27.064044755,94.0
2023-07-21 00:23:28.064295375,99.0
2023-07-21 00:23:29.064572024,103.0
2023-07-21 00:23:30.064684734,102.0
2023-07-21 00:23:31.066407392,98.0
2023-07-21 00:23:32.066971521,95.0
2023-07-21 00:23:33.067249314,95.0
2023-07-21 00:23:34.067468327,94.0
2023-07-21 00:23:35.073388622,94.0
2023-07-21 00:23:36.069475630,87.0
2023-07-21 00:23:37.070814512,89.0
2023-07-21 00:23:38.071102881,91.0
2023-07-21 00:23:39.071634102,99.0
2023-07-21 00:23:40.071713773,100.0
2023-07-21 00:23:41.072135717,95.0
2023-07-21 00:23:42.072475959,96.0
2023-07-21 00:23:43.073935838,102.0
2023-07-21 00:23:44.085806519,144.0
2023-07-21 00:23:45.077362315,138.0
2023-07-21 00:23:46.074354649,133.0
2023-07-21 00:23:47.078001569,138.0
2023-07-21 00:23:48.074161630,139.0
2023-07-21 00:23:49.086203330,178.0
2023-07-21 00:23:50.076640836,208.0
2023-07-21 00:23:51.077434346,212.0
2023-07-21 00:23:52.078183266,213.0
2023-07-21 00:23:53.082397532,226.0
2023-07-21 00:23:54.082199801,232.0
2023-07-21 00:23:55.079765306,236.0
2023-07-21 00:23:56.079264923,241.0
2023-07-21 00:23:57.077598893,257.0
2023-07-21 00:23:58.081297926,267.0
2023-07-21 00:23:59.080773953,267.0
2023-07-21 00:24:00.082544406,265.0
2023-07-21 00:24:01.083240000,255.0
2023-07-21 00:24:02.084893492,264.0
2023-07-21 00:24:03.093726418,281.0
2023-07-21 00:24:04.085435787,264.0
2023-07-21 00:24:05.088574088,260.0
