minutes,image_processing-0-0.0.1,model_training-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1
1028,3.748354099366396,4.86023284667779,1.9457622505162782,0.3025293885034736
1029,3.946772851825001,5.32061687947765,2.203357968851291,0.2896409721186731
1030,3.204011303123523,5.250529878438427,2.5704700670777236,0.2723731330000288
1031,4.755893782197341,4.939047048571753,3.188617807270152,0.4754463333799322
1032,4.519762600590959,4.952880300051825,1.751865843889648,0.27856072521419917
1033,6.098911799537047,4.700617118018088,4.114248646033123,0.3899477607846865
1034,4.853972534549668,4.600257175029061,2.7121100868345938,0.29159627891841255
1035,3.567508722853737,5.258149159551137,2.678759954246092,0.27610197079262355
1036,4.10019578702071,4.629661588918994,2.9195920128828923,0.5168721283346432
1037,3.6654737751780795,4.83295899142551,1.7670106307313358,0.35872102759910796
1038,6.779262564261276,4.323626215754975,2.7498979422994623,0.5479018403007223
1039,3.6951620339015383,4.843539457134827,2.9412981493704615,0.3734933749869859
1040,3.036501693213064,5.9139583871662715,1.2886867067082317,0.2103747869584646
1041,2.8537321448623745,5.596958441407838,1.6945466769852202,0.19874494594550587
1042,3.9305743821036,5.176041214612598,2.072574195180954,0.2511518257903261
1043,4.6354005225920005,4.661886529241046,1.425893911715394,0.2099798374714843
1044,6.007057924521438,4.7022177837315295,1.4396422597161376,0.21478592871307828
1045,3.815555626051752,5.426847320623419,1.6220025949133943,0.2226463538964112
1046,5.348547911877372,6.791396342915006,3.1060245833754694,0.533843417166649
