minutes,image_processing-0-0.0.1,video_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cp
1232,4.4199004,15.407615900000001,5.3992429333333325,2.210703066666666,0.0
1234,1.957885583333333,7.577050650000002,2.4997751166666666,1.2590738833333333,0.0
1235,2.0003505000000006,7.036848616666669,2.9185968499999997,1.2463426,0.0
1236,2.3698904666666665,8.178423966666667,2.8228660833333334,1.457167266666667,0.0
1237,1.5593670499999994,9.032625099999999,2.916578799999999,1.1162332333333334,0.0
1238,1.9001875833333335,9.567613633333336,3.187839316666666,1.3067269833333328,0.0
1239,2.161756483333334,6.541276833333333,2.5163697,1.1802716666666664,0.0
1240,2.4259756833333337,10.281299016666667,2.265051533333333,1.0451607,0.0
1241,2.444674266666666,8.303719066666668,3.3620645166666674,1.1323087666666667,0.0
1242,2.557868033333334,8.033236266666666,3.0902324833333332,1.2466294833333333,0.0
1243,2.2153384666666667,8.1480704,2.6727800666666672,1.2917220166666668,0.0
1244,2.6120558999999997,9.238711299999999,2.580386083333333,1.0931452166666666,0.0
1245,2.2855032000000004,6.973247933333331,2.3654152499999994,0.9011865333333334,0.0
