minutes,image_processing-0-0.0.1,video_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cp
1232,4.4199004,15.407615900000001,5.3992429333333325,2.210703066666666,0.0
1234,2.8,8.516666666666667,3.466666666666667,2.316666666666667,0.0
1235,2.9,7.983333333333333,4.033333333333333,2.2333333333333334,0.0
1236,3.4833333333333334,9.116666666666667,3.7,2.5833333333333335,0.0
1237,2.2666666666666666,10.216666666666667,3.966666666666667,1.9666666666666666,0.0
1238,2.783333333333333,10.7,4.266666666666667,2.3333333333333335,0.0
1239,3.216666666666667,7.283333333333333,3.533333333333333,2.15,0.0
1240,3.45,11.466666666666667,3.0166666666666666,1.8666666666666667,0.0
1241,3.6333333333333333,9.466666666666667,4.55,2.0833333333333335,0.0
1242,3.6,8.983333333333333,4.183333333333334,2.2333333333333334,0.0
1243,3.15,9.083333333333334,3.566666666666667,2.3,0.0
1244,3.8333333333333335,10.333333333333334,3.4833333333333334,2.05,0.0
1245,3.2666666666666666,7.866666666666666,3.15,1.5666666666666667,0.0
