timestamp,power,voltage,current,power_factor,discard
2023-02-07 15:36:51.330584,36.266,120.5,0.31736,0.9484,0
2023-02-07 15:36:51.581152,32.453,120.55,0.28531,0.9436,0
2023-02-07 15:36:51.831726,39.621,120.52,0.36987,0.8889,0
2023-02-07 15:36:52.082297,35.125,120.55,0.31242,0.9326,0
2023-02-07 15:36:52.332891,37.153,120.51,0.32744,0.9416,0
2023-02-07 15:36:52.583468,40.049,120.48,0.34744,0.9567,0
2023-02-07 15:36:52.834022,34.542,120.52,0.30477,0.9404,0
2023-02-07 15:36:53.084602,41.748,120.5,0.36156,0.9582,0
2023-02-07 15:36:53.335164,40.408,120.48,0.35126,0.9548,0
2023-02-07 15:36:53.585727,38.209,120.47,0.34165,0.9283,0
2023-02-07 15:36:53.836345,37.061,120.51,0.32282,0.9526,0
2023-02-07 15:36:54.086933,32.994,120.56,0.2941,0.9306,0
2023-02-07 15:36:54.337510,31.734,120.59,0.28618,0.9195,0
2023-02-07 15:36:54.588101,40.955,120.52,0.38632,0.8796,0
2023-02-07 15:36:54.838661,38.486,120.52,0.34815,0.9173,0
2023-02-07 15:36:55.089258,34.261,120.57,0.32166,0.8834,0
2023-02-07 15:36:55.339822,39.148,120.53,0.34162,0.9508,0
2023-02-07 15:36:55.590394,39.557,120.52,0.34344,0.9557,0
2023-02-07 15:36:55.840973,38.924,120.52,0.33898,0.9528,0
2023-02-07 15:36:56.091530,35.201,120.52,0.31093,0.9393,0
2023-02-07 15:36:56.342089,38.139,120.52,0.3339,0.9477,0
2023-02-07 15:36:56.592635,40.63,120.51,0.35202,0.9577,0
2023-02-07 15:36:56.843212,27.39,120.61,0.24816,0.9151,0
2023-02-07 15:36:57.093804,35.323,120.56,0.31359,0.9343,0
2023-02-07 15:36:57.344383,37.075,120.56,0.3462,0.8883,0
2023-02-07 15:36:57.594961,35.653,120.57,0.31681,0.9334,0
2023-02-07 15:36:57.845520,38.575,120.54,0.33606,0.9523,0
2023-02-07 15:36:58.096077,34.67,120.57,0.30823,0.9329,0
2023-02-07 15:36:58.346653,38.691,120.53,0.34037,0.9431,0
