seconds,VDD_GPU_SOC_current,VDD_CPU_CV_current,VIN_SYS_5V0_current,VDDQ_VDD2_1V8AO_current,tegra,igpm,voltage,current,power_factor,discard,load_avg_1minute,cpu_pct,cpu_pct_process
64231,4.755,1.188,4.119,0.803,10.865,15.023,,,,,3.43,,0.0
64232,4.757,0.792,4.019,0.702,10.514999999999999,15.023,,,,,3.43,,0.0
64233,4.755,0.792,4.019,0.702,10.402214611872145,15.023,122.28,0.15087,0.8144,0.0,3.43,4.0,0.0
64234,4.757,0.792,4.019,0.703,10.350412554283457,15.023,122.28,0.15087,0.8144,0.0,3.43,4.0,0.0
64235,4.757,0.792,4.126,0.805,10.397142728354549,14.458712740254587,122.28,0.14191,0.8017,0.0,3.3825000000000003,,0.0
64236,4.757,0.792,4.119,0.703,10.388254181159198,15.103618606826775,122.26,0.14847,0.8106,0.0,3.335,,0.0
64237,4.755,1.188,4.119,0.803,10.54411362195671,14.461695498022163,122.29,0.1445,0.8052,0.0,3.2875,,0.0
64238,4.755,1.188,3.918,0.802,10.581961383505966,13.75139371037566,122.28,0.13659,0.7817,0.0,3.24,2.0,0.0
64239,4.755,1.188,3.818,0.802,10.576033767778668,14.515906245175549,122.29,0.14522,0.7949,0.0,3.24,2.0,0.0
64240,4.755,1.188,3.924,0.805,10.605660519862255,13.910823943777979,122.27,0.13374,0.7741,0.0,3.295,,0.0
64241,4.755,1.188,3.818,0.803,10.59291024939584,14.232495486421609,122.26,0.15072,0.819,0.0,3.35,,0.0
64242,4.755,1.188,3.818,0.803,10.584115443137794,15.003595627660179,122.28,0.15407,0.8197,0.0,3.4050000000000002,,0.0
64244,4.755,1.188,3.818,0.802,10.57771883408434,14.226790013105377,122.29,0.14019,0.7972,0.0,3.46,2.0,0.0
64245,4.755,1.188,3.818,0.802,10.573273031399456,14.75288053844192,122.28,0.14414,0.8043,0.0,3.41,,0.0
64246,4.755,1.188,3.818,0.803,10.570477851692027,14.690189115669215,122.25,0.15653,0.8347,0.0,3.36,,0.0
