minutes,image_processing-0-0.0.1,model_training-0-0.0.1,pyaes-0-0.0.1
1114,3.715270083911137,4.72860587111148,1.7628027797694714
1115,3.8604742957530886,4.722115838113107,2.0719429409014767
1116,2.7263786853004697,5.410356339577585,2.284491854416987
1117,4.278716779793478,4.730913595239107,2.592510143661482
1118,5.595161400746348,4.636486049948871,2.6825293418939857
1119,5.608440366504027,4.217386654036761,3.576502859674529
1120,4.072389807197279,4.760553789477732,2.9140904938054093
1121,3.518842760552832,4.802447018836446,2.5735170673914523
1122,4.142697885473515,4.688554637533934,2.4647888407078193
1123,3.5302259465019414,5.140481175622516,1.9368791170128037
1124,6.266774605845029,4.042387595588479,4.056507731092271
1125,3.5572014722047602,4.988435501965937,2.633965490325368
1126,2.5887006967980866,5.814702682281637,1.078313282239058
1127,2.831384379974253,5.182698289610466,2.05162210022611
1128,4.948394972658545,4.330017079811009,1.4710948696930979
1129,4.166985964120946,5.033448857381049,2.225027755919056
1130,5.12846511980541,4.1675874150917,1.4131676893870673
1131,3.604091237270537,5.0640371145916605,2.329034820829052
1132,7.642370870605398,13.789768654819863,5.3637662715662495
