minutes,image_processing-0-0.0.1,dd-0-0.0.1,pyaes-0-0.0.1
1027,1.359444433333333,0.6343513666666666,1.9918045500000003
1028,1.1231101000000003,0.55683675,2.0673046999999998
1029,1.0314347833333333,0.5002649333333333,2.4624476166666662
1030,1.3060914999999997,0.50503585,2.1827856999999993
1031,1.2604560166666665,0.6795605999999998,2.0532037499999998
1032,1.06232635,0.5188593500000002,2.4066666166666675
1033,1.1872487166666665,0.3841326166666667,2.0510205999999997
1034,1.3351354333333334,0.6022837166666668,2.0561477833333326
1035,1.1133682666666667,0.6307378833333334,1.4021545666666666
1036,1.3641510833333337,0.6237204,2.005741266666667
1037,1.0421506166666668,0.47818503333333334,2.000126483333334
