,image_processing-0-0.0.1,dd-0-0.0.1,pyaes-0-0.0.1
0,81.56666599999998,38.06108199999999,119.50827300000002
1,67.38660600000001,33.410205,124.038282
2,61.886086999999996,30.015895999999998,147.74685699999998
3,78.36548999999998,30.302150999999995,130.96714199999997
4,75.627361,40.77363599999999,123.192225
5,63.739581,31.131561000000012,144.39999700000004
6,71.234923,23.047957000000004,123.061236
7,80.108126,36.137023000000006,123.36886699999997
8,66.802096,37.844273,84.129274
9,81.84906500000002,37.423224,120.34447600000003
10,62.52903700000001,28.691102,120.00758900000004
