minutes,image_processing-0-0.0.1,dd-0-0.0.1,pyaes-0-0.0.1
1027,4.9816111118895074,2.819379336097752,7.012745317650119
1028,4.831585660512283,2.669972255372925,7.776944196883212
1029,4.920377852867439,2.5199365068470883,8.185353242223348
1030,4.943984432073898,2.585845320352554,7.976125954976149
1031,5.0104591055314325,2.665504692492065,7.9235319051418385
1032,4.974554430929042,2.6639237387869055,7.376243377534859
1033,4.962587843604795,2.5212343604552476,8.016384589493644
1034,4.928481781890942,2.5123407318536017,8.004615405217681
1035,5.024970753513573,2.589506614395934,8.027952238986032
1036,5.1717373388702095,2.705559034427231,7.468690584656186
1037,4.971769142246264,2.6900882517329188,8.020664351482298
