minutes,image_processing-0-0.0.1,dd-0-0.0.1,pyaes-0-0.0.1
1027,12.325946627590241,6.1473926812828745,16.30818046178362
1028,12.210202541541799,5.765633632994301,18.026703540623338
1029,12.258604158564486,5.4508510155787455,18.911701167653007
1030,12.276185782934116,5.644080062583982,18.354773492425526
1031,12.37775568174413,5.839114541453325,18.175111840877562
1032,12.184760059629312,5.845526743510338,16.89015709923347
1033,12.164409544814804,5.709261362369281,18.41614229957071
1034,12.031479218065316,5.649263690580809,18.342399239342793
1035,12.279380236423696,6.181622792846661,18.501154535431734
1036,12.599122044477188,6.348728747983905,17.175113697321592
1037,12.122453493609706,6.245081001254917,18.376490438719742
