,0
0,14.610158582199256
1,18.706065446130633
2,27.135128554435102
3,27.905835659748874
4,30.709462237694922
5,38.144957229053496
6,39.43221413376176
7,39.45326858817834
8,41.519040653132876
9,44.37716905422178
10,46.82357639950795
11,48.497109266203516
12,54.661865756379115
13,57.558681804362955
14,58.320884141629904
15,63.54520378543588
16,65.69358616584805
17,66.06171051088724
18,66.50995181762099
19,67.9680423529615
20,68.03493952624133
21,68.70357686857601
22,69.14062464156542
23,69.92289445746232
24,70.79415964182657
