,0
0,15.70788723156705
1,19.039158093522023
2,22.022976047520444
3,23.963739810687514
4,33.825569253690674
5,37.60014571433497
6,43.53363342602249
7,44.1899320358556
8,48.073952025520676
9,48.21127900735594
10,54.97038107256592
11,56.97120520457648
12,58.67355373295698
13,59.52097703515461
14,64.7616479164001
15,65.77271636097745
16,66.25926611457677
17,66.79904321679882
18,68.07008100642912
19,69.00386195333633
20,69.71854299567082
21,69.78941351211347
22,69.7992264002927
23,71.82362923133424
24,74.71047909063601
