,1_pyaes_2000-0-0.0.1,2_pyaes_1500-0-0.0.1,3_pyaes_1000-0-0.0.1,4_pyaes_500-0-0.0.1,5_pyaes_250-0-0.0.1
0,4.770514942218281,5.001317150457843,3.2816558481630294,1.153981067094253,0.7297517089863915
