minutes,image_processing-0-0.0.1,video_processing-0-0.0.1,dd-0-0.0.1,pyaes-0-0.0.1,cp
1239,2.375941614609514,28.29526420161998,0.9479580067564064,2.5459298312721494,0.0
1240,4.209705442741261,48.12178541390806,1.4964883093065506,4.49567690209039,0.0
1241,3.6452498552420467,35.48351328963037,1.3071998103586813,3.9918416314144536,0.0
1242,2.6535876283437227,32.956129570011825,0.9910782616828372,2.3332124497272275,0.0
1243,2.3727576100144803,25.305483022479617,0.9855153107409087,2.5920132283779656,0.0
1244,3.694669012761931,48.01306344776962,1.3466902868578363,4.287544884912887,0.0
1245,4.19645993831362,58.79926854893352,1.9838351616301613,5.024523130221745,0.0
1246,2.811689460934269,39.461433009848,1.1643224225013646,3.183440987887758,0.0
1247,3.59743530443823,43.612587017018264,1.4352074354410045,3.7007497867180565,0.0
1248,2.0836158451678615,24.557464873227232,0.7883245821265352,2.185012852083869,0.0
1249,3.834599513975065,45.5295559786737,1.5924974702453845,3.9387528262519886,0.0
1250,4.0084235394747845,41.42781494522794,1.5432138690557082,4.2513321603184195,0.0
1251,3.840868127559909,42.579503094865636,1.4719795856403384,3.8730203922914526,0.0
1252,2.2288026456757875,33.79223410064706,1.118069926574216,2.6512380779152953,0.0
1253,2.7935193619905867,34.09629983816629,1.1414947275362923,3.378055896921111,0.0
1254,3.2784488426889022,34.14863000950949,1.3726099246114665,4.118562983381618,0.0
1255,3.210928935681007,40.07381860009415,1.2818310672310156,3.422824909073871,0.0
1256,4.8751813236626305,54.76947822826977,1.8762272760967653,6.2066747116602325,0.0
1257,3.8708288380009974,45.497159797418256,1.431120122077428,4.170070620612412,0.0
1258,3.2121641595787396,38.28068064640045,1.3417522347858188,3.661890364744253,0.0
1259,2.6176099194388276,29.933202805729046,0.9054711689952964,2.652740284877906,0.0
1260,0.0,34.78958991811934,1.359480746264391,3.3997918070501396,0.0
1261,0.0,17.631863434238163,0.5477391211505265,1.562940962603758,0.0
