minutes,image_processing-0-0.0.1,video_processing-0-0.0.1,dd-0-0.0.1,pyaes-0-0.0.1,cp
1239,29.90898282946346,141.80463580365455,7.575191525145494,20.567425476696567,0.0
1240,42.01117529805172,191.1902103256452,9.480365702057028,28.792265442606826,0.0
1241,38.214014272819675,148.09239949609727,8.699133098363545,26.855688238562795,0.0
1242,27.17572156486289,134.36762730932668,6.443090630662304,15.334497850892093,0.0
1243,27.277539585552375,115.81831636346969,7.192068827672681,19.123027816610456,0.0
1244,36.425336831836304,188.45091536885016,8.428191706358986,27.127160769598618,0.0
1245,35.193295617533444,196.31775357487706,10.561389971797176,27.042032430124554,0.0
1246,32.419858332977945,181.14544093981272,8.52227728098356,23.556360215858813,0.0
1247,32.297208040549805,155.8815206612838,8.179472632873779,21.32206852526949,0.0
1248,27.716357474724546,130.05074079368987,6.65674945359124,18.652631989477467,0.0
1249,35.42507240643615,167.45377590080938,9.339166630886051,23.351623770480693,0.0
1250,35.54915266886937,146.2710818582373,8.688011894607147,24.19626382466411,0.0
1251,38.73542473164259,170.95834744924045,9.423654439283814,25.066652073351495,0.0
1252,21.584943386785497,130.28877497886208,6.873641934185544,16.47766432225598,0.0
1253,27.814980187156824,135.15904573113366,7.215054540330795,21.585470731157955,0.0
1254,29.790947370312555,123.53783451659652,7.917748034163482,24.017579572240756,0.0
1255,33.02932181222778,164.1120561558729,8.370249337859063,22.595464301189445,0.0
1256,43.96023378598156,196.61589295907436,10.739728560215516,35.91665048842371,0.0
1257,36.53809529631368,170.97673471097914,8.57544495831794,25.26114138003856,0.0
1258,29.617549339604867,140.52119548494622,7.853483855299304,21.668275539012047,0.0
1259,25.558589096587564,116.35791552388238,5.612356038124554,16.622422020151973,0.0
1260,0.0,133.94033976524736,8.345704264907456,21.099454965238795,0.0
1261,0.0,101.96853648421363,5.050909376895481,14.570262409298879,0.0
