minutes,image_processing-0-0.0.1,video_processing-0-0.0.1,dd-0-0.0.1,pyaes-0-0.0.1,cp
1239,0.3423364833333332,0.9630654166666666,0.12519768333333334,0.17502383333333335,0.0
1240,0.20261596666666665,0.5881370999999999,0.1440468,0.28657196666666673,0.0
1241,0.2785504000000001,0.6980322999999999,0.12376890000000002,0.28163214999999997,0.0
1242,0.2619782666666667,1.2579711833333331,0.18889735000000002,0.23098070000000004,0.0
1243,0.1964920666666667,1.1436057166666667,0.1812797333333333,0.21623416666666664,0.0
1244,0.2610151,0.5252049,0.14655338333333334,0.4891887833333335,0.0
1245,0.3570495666666667,0.5364028,0.1631619833333333,0.47682333333333343,0.0
1246,0.2988243666666667,0.7841556833333333,0.1925461666666667,0.2646503,0.0
1247,0.19273605000000002,0.9459229499999999,0.17574578333333335,0.25440878333333333,0.0
1248,0.22167545000000002,1.33653725,0.21639680000000003,0.1799377833333333,0.0
1249,0.09277519999999999,0.8667165333333334,0.22528346666666668,0.35191541666666665,0.0
1250,0.35126484999999996,0.7354069999999999,0.18030355,0.2549465333333333,0.0
1251,0.29023838333333335,0.7125632499999999,0.22245161666666666,0.20004648333333333,0.0
1252,0.13952351666666668,1.4225989833333335,0.19585593333333334,0.20573561666666665,0.0
1253,0.38297115000000004,0.9703851666666665,0.10184788333333333,0.24179825,0.0
1254,0.2317279166666667,0.9873271833333332,0.12995671666666664,0.3574457166666666,0.0
1255,0.36616776666666667,0.8849355833333333,0.22421209999999997,0.14967673333333337,0.0
1256,0.16544913333333333,0.5750063500000001,0.19101116666666668,0.3159392999999999,0.0
1257,0.3567116666666666,0.8682797166666667,0.18752991666666669,0.2892896,0.0
1258,0.11237913333333334,1.3117056333333332,0.2202931,0.18985975000000002,0.0
1259,0.029925516666666662,1.8336607833333332,0.24629316666666662,0.37167105,0.0
1260,0.0,1.3314516833333336,0.34020918333333333,0.3744716833333333,0.0
1261,0.0,1.8950219333333336,0.12831143333333334,0.09985368333333335,0.0
