,image_processing-0-0.0.1,video_processing-0-0.0.1,dd-0-0.0.1,pyaes-0-0.0.1,cp
0,20.540188999999994,57.783924999999996,7.511861000000001,10.501430000000001,0.0
1,12.156958,35.288225999999995,8.642808,17.194318000000003,0.0
2,16.713024000000004,41.881938,7.426134000000001,16.897928999999998,0.0
3,15.718696000000001,75.47827099999999,11.333841000000001,13.858842000000003,0.0
4,11.789524000000002,68.616343,10.876783999999999,12.974049999999998,0.0
5,15.660906,31.512294,8.793203,29.35132700000001,0.0
6,21.422974000000004,32.184168,9.789718999999998,28.609400000000004,0.0
7,17.929462,47.049341,11.552770000000002,15.879018,0.0
8,11.564163,56.755376999999996,10.544747000000001,15.264527000000001,0.0
9,13.300527,80.192235,12.983808000000002,10.796266999999999,0.0
10,5.5665119999999995,52.002992000000006,13.517008,21.114925,0.0
11,21.075891,44.12441999999999,10.818213,15.296791999999998,0.0
12,17.414303,42.75379499999999,13.347097,12.002789,0.0
13,8.371411,85.355939,11.751356000000001,12.344136999999998,0.0
14,22.978269,58.22310999999999,6.110873,14.507895,0.0
15,13.903675000000002,59.239630999999996,7.797402999999998,21.446742999999994,0.0
16,21.970066,53.096135,13.452725999999998,8.980604000000001,0.0
17,9.926948,34.500381000000004,11.46067,18.956357999999994,0.0
18,21.402699999999996,52.096783,11.251795000000001,17.357376,0.0
19,6.742748000000001,78.702338,13.217585999999999,11.391585000000001,0.0
20,1.7955309999999998,110.01964699999999,14.777589999999996,22.300263,0.0
21,0.0,79.88710100000002,20.412551,22.468300999999997,0.0
22,0.0,113.70131600000002,7.698686,5.991221,0.0
