seconds,perf_rapl,energy_ram,retired_instructions,ipmi,rapl_uj,rapl_uj_diff,minute,second,rapl_pw,load_avg_1minute,cpu_pct,cpu_pct_process,x_rest
70013,21.75,10.49,203680560.0,131.0,171625152975.0,30387105.0,0.13431708333333334,8.0,51.235435,3.0,1.0,5.6,109.25
70014,20.72,8.59,184183634.0,107.0,171655540080.0,39432945.0,0.15099523333333334,9.0,30.387105,3.0,1.0,5.1,86.28
70015,29.79,21.53,2659785817.0,90.0,171694973025.0,39236088.0,0.16767361666666666,10.0,39.432945,3.0,0.0,4.9,60.21
70016,25.23,17.16,1826234045.0,117.0,171734209113.0,32927028.0,0.18435376666666667,11.0,39.236088,3.0,0.0,4.6,91.77
70017,20.54,8.39,174676442.0,115.0,171767136141.0,30821306.0,0.20103281666666667,12.0,32.927028,2.83,2.0,4.5,94.46000000000001
70018,21.46,10.78,262260643.0,101.0,171797957447.0,29888963.0,0.21771174999999998,13.0,30.821306,2.83,2.0,4.5,79.53999999999999
70019,20.62,8.46,205330120.0,101.0,171827846410.0,30496250.0,0.23438883333333335,14.0,29.888963,2.83,0.0,4.3,80.38
70020,20.19,7.97,128702320.0,109.0,171858342660.0,29925520.0,0.25106806666666664,15.0,30.49625,2.83,0.0,4.1,88.81
70021,20.43,8.32,197293217.0,108.0,171888268180.0,29191556.0,0.2677471666666667,16.0,29.92552,2.83,0.0,4.0,87.57
70022,20.42,7.84,194329217.0,92.0,171917459736.0,30151728.0,0.28442606666666664,17.0,29.191556,2.83,0.0,3.9,71.58
70023,20.25,8.23,131029751.0,86.0,171947611464.0,29961960.0,0.30110526666666665,18.0,30.151728,2.69,0.0,3.8,65.75
70024,20.65,8.87,206708357.0,94.0,171977573424.0,29646566.0,0.31778330000000005,19.0,29.96196,2.69,0.0,3.7,73.35
70025,20.38,7.92,183904836.0,92.0,172007219990.0,30483426.0,0.334461,20.0,29.646566,2.69,0.0,3.6,71.62
70026,20.63,8.65,139735839.0,103.0,172037703416.0,29419818.0,0.3511403666666667,21.0,30.483426,2.69,0.0,3.5,82.37
70027,20.44,8.12,196856975.0,108.0,172067123234.0,30095422.0,0.36781936666666665,22.0,29.419818,2.55,0.0,3.5,87.56
70028,20.1,7.73,127198290.0,111.0,172097218656.0,29773560.0,0.38449838333333336,23.0,30.095422,2.55,0.0,3.4,90.9
70029,20.43,8.63,196914519.0,106.0,172126992216.0,29323668.0,0.40117653333333336,24.0,29.77356,2.55,0.0,3.3,85.57
70030,20.44,8.23,196255683.0,94.0,172156315884.0,29899571.0,0.41785516666666667,25.0,29.323668,2.55,0.0,3.3,73.56
70031,20.07,7.37,127311726.0,95.0,172186215455.0,29936939.0,0.43453355,26.0,29.899571,2.55,0.0,3.2,74.93
70032,20.42,8.36,196229329.0,93.0,172216152394.0,29327866.0,0.45121273333333334,27.0,29.936939,2.55,0.0,3.2,72.58
70033,20.54,8.91,197845385.0,96.0,172245480260.0,29972610.0,0.4678917,28.0,29.327866,2.43,0.0,3.1,75.46000000000001
70034,20.05,7.68,135783034.0,96.0,172275452870.0,30139526.0,0.48457191666666666,29.0,29.97261,2.43,0.0,3.1,75.95
70035,20.61,8.77,197513951.0,94.0,172305592396.0,29301786.0,0.5012490166666667,30.0,30.139526,2.43,0.0,3.0,73.39
70036,20.38,8.0,196514999.0,107.0,172334894182.0,29799326.0,0.5179287166666666,31.0,29.301786,2.43,0.0,3.0,86.62
70037,20.38,7.58,127564513.0,105.0,172364693508.0,30447276.0,0.5346079499999999,32.0,29.799326,2.31,0.0,3.0,84.62
70038,20.45,7.98,196469183.0,98.0,172395140784.0,29239806.0,0.5512862,33.0,30.447276,2.31,0.0,3.0,77.55
70039,20.62,8.67,199374927.0,97.0,172424380590.0,30191538.0,0.5679666333333333,34.0,29.239806,2.31,0.0,2.9,76.38
