minutes,image_processing-0-0.0.1,video_processing-0-0.0.1,pyaes-0-0.0.1
1359,9.424569385548576,76.07791381918841,13.955598573299444
1360,9.981002886035414,79.97316305041802,15.687856593519927
1361,12.236572503229576,73.38167757001636,14.157378674909111
1362,13.09983457115415,71.21340591966288,16.462078835965766
1363,12.690720367933062,75.48418244753091,16.162575490988814
1364,12.525967901866194,79.03091514399539,16.6677355837806
1365,12.6387317484597,74.87897360894621,17.715996585900818
1366,13.4530369486364,66.80423901307113,20.45883039759464
1367,12.441862542183893,69.21350856347122,19.426868931564897
1368,13.786496116322816,74.12168838611494,21.230743224890773
1369,14.685607429458098,75.94639888439171,22.51216128486922
