minutes,image_processing-0-0.0.1,video_processing-0-0.0.1,pyaes-0-0.0.1
1359,0.9833333333333333,3.6166666666666667,1.3666666666666667
1360,1.6333333333333333,5.966666666666667,1.2
1361,1.1166666666666667,4.283333333333333,1.0833333333333333
1362,1.25,2.933333333333333,0.9333333333333333
1363,1.5166666666666666,5.083333333333333,1.05
1364,0.8666666666666667,4.233333333333333,1.1166666666666667
1365,0.95,3.466666666666667,0.8
1366,1.0166666666666666,3.5833333333333335,1.3333333333333333
1367,1.1833333333333333,4.366666666666666,1.3166666666666667
1368,1.1,3.6333333333333333,1.2166666666666666
1369,1.4833333333333334,4.766666666666667,1.1166666666666667
