minutes,image_processing-0-0.0.1,video_processing-0-0.0.1,pyaes-0-0.0.1
1359,6.8047849345411775,56.97764607318524,11.298480591833746
1360,7.200665736499767,59.99771534773532,13.457567750779237
1361,9.20487937626076,54.838814460123885,12.171355316529525
1362,10.02464707249949,52.07090998231556,14.04165227312508
1363,10.264382900776722,55.04000663024469,14.257221003266313
1364,9.671390604302399,57.8161717278418,14.565169373122446
1365,9.895577207758397,53.31122007348603,16.008150729700954
1366,10.644537366622336,47.450349023890176,17.858961721798995
1367,10.180254439876416,49.64666484827172,17.250219516405107
1368,11.123557134320706,53.27099911857547,18.489260112074376
1369,12.059376194095325,54.96838334426968,19.552086785229505
