minutes,image_processing-0-0.0.1,video_processing-0-0.0.1,pyaes-0-0.0.1
1359,1.6756889481063426,32.29486676351968,1.5036165265583852
1360,1.693100923958541,34.22470139330277,1.7296333711070657
1361,2.614591478681791,31.25062761522273,1.627529761981549
1362,2.5142605798317725,31.468641743892167,2.2987445610810484
1363,2.3265779825084323,33.39926883768892,2.1251490889012112
1364,2.089241530578352,35.14967000172804,2.204725849390001
1365,1.9668491741932848,34.13997634776492,2.19855107576089
1366,2.2269814313125713,30.728613386229213,3.2137673365030466
1367,2.093689889323679,31.675349024814768,2.8278039487737114
1368,2.5271334594522026,33.94031056041111,3.6658847103660412
1369,2.8952528436266616,34.58256330094494,4.299114788013362
