minutes,image_processing-0-0.0.1,video_processing-0-0.0.1,pyaes-0-0.0.1
1359,8.467570520244326,42.694027754167294,13.076328723344206
1360,8.946026490666979,44.730689289497185,14.479320351528205
1361,10.046429884337764,41.163280057610926,13.314820042734155
1362,10.925209484109745,39.00860529716531,14.79442934012267
1363,10.55464297920288,41.19381867887404,15.046235745040844
1364,10.633751718298393,43.099234685467245,15.238459184885993
1365,10.852084123203568,40.12650848019252,16.13516179933857
1366,11.368657031305165,35.618609096750994,17.748196742817793
1367,10.925556710237517,36.769930717669276,16.985932510091754
1368,11.724616392738044,39.49912830386444,17.877618293476363
1369,12.1790729888465,40.77477554662259,18.471602469256634
