,image_processing-0-0.0.1,video_processing-0-0.0.1,pyaes-0-0.0.1
0,34.263363,190.36244100000005,48.538355999999986
1,58.17170699999999,318.10994099999994,42.06447
2,41.157188000000005,226.23814500000003,36.120264999999996
3,44.029518,153.97395599999996,30.913017000000004
4,53.150596,265.8317039999999,36.72287200000001
5,30.238421000000002,225.40368600000002,39.80307199999999
6,31.245495000000002,181.944395,27.112366
7,36.677487,188.01308599999996,41.737995000000005
8,43.095397999999996,233.01735599999998,45.443441000000014
9,37.36671100000001,189.64375899999996,44.821559
10,53.35039500000001,246.95131500000005,39.667451
