minutes,image_processing-0-0.0.1,video_processing-0-0.0.1,pyaes-0-0.0.1
1359,1.3706624002346557,19.692090072850014,1.359520953930437
1360,1.4421693627053445,20.806044195963644,1.607078948900358
1361,1.6268316057204197,19.232364127952746,1.5197204160091382
1362,1.8940024830577664,18.85759595932801,1.997996715415851
1363,2.240926153229368,20.407449667068875,1.8961103520509703
1364,2.0124045750147435,21.366438725736536,2.0774192678488155
1365,1.9330311449185344,21.02995482227008,2.1372774019726264
1366,2.0011516798149818,19.154454659483253,2.262653478709155
1367,1.9198339200916448,19.493556342259826,2.9552558545330223
1368,1.978752408002586,20.81572478657783,3.77039413385634
1369,2.342260035004142,21.24818900081564,3.9683692960502595
