minutes,image_processing-0-0.0.1,video_processing-0-0.0.1,pyaes-0-0.0.1
1359,7.555451839908733,35.99029979904081,12.214646512275383
1360,7.979327808177403,37.719208274132484,13.735600436456643
1361,8.992636115353575,34.66479171556755,12.647867230750911
1362,9.81721305082585,32.702698078429115,14.039091559512698
1363,9.735379824058839,34.287476095208106,14.569975587983379
1364,9.657753184993757,35.86449655167608,14.64981017156929
1365,9.874721726843461,32.73573378137654,15.615111456762433
1366,10.37222096053206,28.957922251154848,16.902884627779947
1367,10.267259419886885,30.146138514610303,16.251012022297957
1368,10.900007235314384,32.38759949486003,16.939855569609513
1369,11.365590097992495,33.50003664377095,17.474228404211615
