minutes,cnn_image_classification-0-0.0.1,cp,dd-0-0.0.1,image_processing-0-0.0.1
1076,,,,
1078,24.305294926450003,,3.15228182620353,9.934806338951573
1079,30.836396783130763,,7.2822184400425565,22.55413693144055
1080,28.45011240071893,,8.198859524337399,20.032187874151237
1081,40.49751619115071,,10.9181089593156,17.683405451766614
1082,27.73424680035278,,7.118959551427633,16.068717250562315
1083,49.374705715318214,,5.911804307045404,19.412172559055485
1084,27.59778145962984,,6.317309202225397,20.128312666616253
1085,24.1451658303192,,7.468098517964738,16.41305409239752
1086,51.47009925034586,,8.052158148240558,15.69362110056149
1087,32.98525741272469,,5.273807141107326,18.98816450120292
1088,28.626893668424696,,7.711025128126019,15.87562780310757
1089,,,,
