minute,tegra
28,19.034332744683276
29,19.02810667975773
30,19.177976903555155
31,19.256704085214622
32,19.350846412311192
33,19.187769298991807
34,19.421439157858284
35,19.36986659565117
36,19.43633540933908
37,19.263328927132786
38,19.189650974577294
39,19.255583529337557
40,19.457896731894206
41,19.22109946258317
42,19.45498619904758
43,19.3451700715952
44,19.178470372922938
45,19.25208219604271
46,19.383340840249513
47,19.439447725397596
48,19.481769023089385
